952b00b88fbe58db1dbf2eca7d7747a3bd64f261,DELETE,regular-file,data/data.txt,1115393,
13041d5482f2223d82a8851882b1c606e1fb265d,DELETE,regular-file,log/events.out.tfevents.1507127728.STEVEN-PC,889045,
781db8499a780d80b75266c98991d0bdbc8b4c6c,DELETE,regular-file,log/events.out.tfevents.1507127911.STEVEN-PC,889045,
ea0cfb2f87bd680c4625f377f0fe39b178c172d8,DELETE,regular-file,log/events.out.tfevents.1507127953.STEVEN-PC,889045,
76a53140d9644328bf1a2fa39011bf76cb0300aa,DELETE,regular-file,log/events.out.tfevents.1507434000.STEVEN-PC,889045,
1687e8c7aa39919f273d045d831f0140d2fb7c71,DELETE,regular-file,log/events.out.tfevents.1507444368.STEVEN-PC,943299,
b63bd648e1961434dce11bc34b4c4a0322f5ef79,DELETE,regular-file,log/events.out.tfevents.1507444512.STEVEN-PC,943299,
93e71519e00c40dcd68e320ab74eb810e5baed08,DELETE,regular-file,log/events.out.tfevents.1507444703.STEVEN-PC,943299,
2fbf1719a84ce07d534544b2572d390ff1c1d650,DELETE,regular-file,log/events.out.tfevents.1507444975.STEVEN-PC,943299,
450135f27fb1074a1ddfb8829ee4103befb526b2,DELETE,regular-file,log/events.out.tfevents.1507445997.STEVEN-PC,943299,
1fb32047202304faa41de61892d02ddb9473cee7,DELETE,regular-file,log/events.out.tfevents.1507446727.STEVEN-PC,838878,
cfa156f21e3e7408a6f2acec3bed6a2ea0343b4f,DELETE,regular-file,log/events.out.tfevents.1507446829.STEVEN-PC,892039,
426e920482a14bb3494c0c5568d64363ed0f5e8c,DELETE,regular-file,log/events.out.tfevents.1507520187.STEVEN-PC,889045,
ff29442376fafdae25583a469b445abf98c6b0d1,DELETE,regular-file,log/events.out.tfevents.1507520279.STEVEN-PC,889045,
c304622be9ac8ef92562f998c0e7e1adeaa60c69,DELETE,regular-file,log/events.out.tfevents.1507523890.STEVEN-PC,886055,
7cb7d9ff979371e07dbc73c5769092ab6d8ac410,DELETE,regular-file,log/events.out.tfevents.1507536963.STEVEN-PC,886055,
dc8b5db109e1ce5c92f014818d1ccc117985228f,DELETE,regular-file,log/events.out.tfevents.1507537269.STEVEN-PC,886055,
99eac8a8e02c02a3cc3da8ef107a8f6d9d1c0c40,DELETE,regular-file,log/events.out.tfevents.1507537354.STEVEN-PC,886055,
88bb2f55aeaff483749c3c39831f840c9cec53c7,DELETE,regular-file,log/events.out.tfevents.1507537389.STEVEN-PC,886055,
ca2dc4a08913e4f22fdc18f441b922a7b4b66914,DELETE,regular-file,log/events.out.tfevents.1507564415.STEVEN-PC,889045,
79dd0fa54bdf47dd3c5c54b0e87df6abe5462c3e,DELETE,regular-file,log/events.out.tfevents.1507564489.STEVEN-PC,889045,
0f7f46c799c42b23615b24ff21a7dfeacd4491ef,DELETE,regular-file,log/events.out.tfevents.1507564766.STEVEN-PC,889045,
6da796828c305e2e3f2bb20eeae3023dc6517a1d,DELETE,regular-file,log/events.out.tfevents.1507608783.STEVEN-PC,889045,